title,doi,altmetric_jid,issns1,issns2,journal,cohorts.com,cohorts.pub,cohorts.sci,context.all.count,context.all.mean,context.all.rank,context.all.pct,context.all.higher_than,context.journal.count,context.journal.mean,context.journal.rank,context.journal.pct,context.journal.higher_than,context.similar_age_3m.count,context.similar_age_3m.mean,context.similar_age_3m.rank,context.similar_age_3m.pct,context.similar_age_3m.higher_than,context.similar_age_journal_3m.count,context.similar_age_journal_3m.mean,context.similar_age_journal_3m.rank,context.similar_age_journal_3m.pct,context.similar_age_journal_3m.higher_than,authors1,authors2,authors3,authors4,authors5,authors6,authors7,authors8,authors9,authors10,authors11,authors12,authors13,authors14,authors15,authors16,authors17,type,altmetric_id,schema,is_oa,publisher_subjects.name1,publisher_subjects.name2,publisher_subjects.name3,publisher_subjects.scheme1,publisher_subjects.scheme2,publisher_subjects.scheme3,cited_by_posts_count,cited_by_tweeters_count,cited_by_fbwalls_count,cited_by_accounts_count,last_updated,score,history.1y,history.6m,history.3m,history.1m,history.1w,history.6d,history.5d,history.4d,history.3d,history.2d,history.1d,history.at,url,added_on,published_on,scopus_subjects1,scopus_subjects2,readers.citeulike,readers.mendeley,readers.connotea,readers_count,images.small,images.medium,images.large,details_url,issns,publisher_subjects.name,publisher_subjects.scheme,cited_by_feeds_count,scopus_subjects3,scopus_subjects4,scopus_subjects5,cited_by_msm_count,cohorts.doc,publisher_subjects.name4,publisher_subjects.name5,publisher_subjects.name6,publisher_subjects.name7,publisher_subjects.scheme4,publisher_subjects.scheme5,publisher_subjects.scheme6,publisher_subjects.scheme7,handles,handle,pmid,cited_by_wikipedia_count,authors,scopus_subjects,abstract,cited_by_rdts_count,subjects,authors18,authors19,authors20,authors21,authors22,authors23,authors24,publisher_subjects.name8,publisher_subjects.scheme8,cited_by_policies_count,scopus_subjects6,scopus_subjects7,scopus_subjects8,authors25,authors26,authors27,authors28,authors29,authors30,authors31,authors32,authors33,authors34,authors35,authors36,authors37,authors38,authors39,authors40,authors41,authors42,authors43,authors44,authors45,authors46,authors47,authors48,authors49,authors50,authors51,publisher_subjects.name9,publisher_subjects.name10,publisher_subjects.scheme9,publisher_subjects.scheme10,cited_by_peer_review_sites_count,cited_by_videos_count,cited_by_rh_count,authors52,authors53,authors54,authors55,authors56,authors57,authors58
Opuntia ficus-indica (L.) Mill. e as Mudanças Climáticas: Uma Análise a Luz da Modelagem de Distribuição de Espécies no Bioma Caatinga,10.1590/0102-7786353001,56a768e32a83eeb12a8b4b0f,1982-4351,0102-7786,Revista Brasileira de Meteorologia,NA,1,NA,19040944,9.6399600994618,16837788,1,0,42,2.33595238095238,36,1,0,323808,17.6793803056123,273550,1,0,1,0,1,1,0,Arnóbio de Mendonça Barreto Cavalcante,Pedro Hugo Cândido Fernandes,Emerson Mariano da Silva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,91991394,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1602160858,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1590/0102-7786353001,1602160967,1598918400,NA,NA,0,2,0,2,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=91991394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deeply digging the interaction effect in multiple linear regressions using a fractional-power interaction term,10.1016/j.mex.2020.101067,53035e4e3cf05868408b4567,NA,NA,MethodsX,NA,2,NA,19225771,9.6490074627445,14820840,19,3825342,544,4.2843566176471,353,31,173,388943,17.348050053606,273934,25,98020,1,0,1,1,0,Xinhai Li,Baidu Li,Guiming Wang,Xiangjiang Zhan,Marcel Holyoak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,92943481,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,2,2,NA,2,1603802823,0.75,0,0,0,0,0,0,0,0,0,0,0,0.75,http://dx.doi.org/10.1016/j.mex.2020.101067,1603458118,1577836800,NA,NA,0,4,0,4,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=92943481,2215-0161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33072528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Phylogenomics, biogeography, and evolution of morphology and ecological niche of the eastern Asian–eastern North American Nyssa (Nyssaceae)",10.1111/jse.12599,4f6fa52c3cf058f6100040e9,1674-4918,1759-6831,Journal of Systematics & Evolution,NA,5,6,18156586,9.5334813900559,3660746,79,14484201,264,4.7748257575758,57,78,207,295801,20.606160337524,87385,70,208077,8,5.4125,4,62,5,Wenbin Zhou,Qiu‐Yun (Jenny) Xiang,Jun Wen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82309801,1.5.4,FALSE,Evolutionary Biology,Plant Biology,NA,era,era,NA,11,11,NA,11,1594106427,6.1,0,0,0,0,0,0,0,0,0,0,0,6.1,http://dx.doi.org/10.1111/jse.12599,1589879836,1592784000,NA,NA,0,19,0,19,https://badges.altmetric.com/?size=64&score=7&types=tttttttt,https://badges.altmetric.com/?size=100&score=7&types=tttttttt,https://badges.altmetric.com/?size=180&score=7&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82309801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diversity of Reproductive Phenology Among Subtropical Grasses Is Constrained by Evolution and Climatic Niche,10.3389/fevo.2020.00181,52f8bc933cf058d4628b456b,NA,NA,Frontiers in Ecology and Evolution,2,5,2,18304658,9.5406165787962,5434982,70,12819472,2288,15.92198513986,1144,49,1136,297415,20.329800339593,110825,62,185868,13,30.307692307692,10,30,4,Kangxin Li,Jinying Wang,Lu Qiao,Ruyi Zheng,Yiqun Ma,Yuan Chen,Xiaobo Hou,Yanjun Du,Jianguo Gao,Hui Liu,NA,NA,NA,NA,NA,NA,NA,article,82912549,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,11,9,NA,9,1611352705,3.75,1.5,0,0,0,0,0,0,0,0,0,0,3.75,http://dx.doi.org/10.3389/fevo.2020.00181,1590632848,1593475200,NA,NA,0,9,0,9,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82912549,2296-701X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geographical analysis of the Javan deer distribution in Indonesia and priorities for landscape conservation,10.1016/j.jnc.2020.125795,4f6fa6053cf058f610006624,NA,NA,Journal for Nature Conservation,NA,1,NA,17027788,9.2977555144535,2297052,86,14702815,456,7.4847280701754,89,80,367,330871,13.288278876057,62077,81,268068,13,9.6384615384615,6,61,8,Dede Aulia Rahman,Aryo Adhi Condro,Puji Rianti,Burhanuddin Masy’ud,Stéphane Aulagnier,Gono Semiadi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,74627608,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,2,1,NA,2,1582193303,9.25,0,0,0,0,0,0,0,0,0,0,0,9.25,http://dx.doi.org/10.1016/j.jnc.2020.125795,1580216395,1585699200,Physical Sciences,Environmental Science,0,41,0,41,https://badges.altmetric.com/?size=64&score=10&types=mmmmtttt,https://badges.altmetric.com/?size=100&score=10&types=mmmmtttt,https://badges.altmetric.com/?size=180&score=10&types=mmmmtttt,http://www.altmetric.com/details.php?citation_id=74627608,1617-1381,Multidisciplinary,era,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aquatic landscape change, extirpations, and introductions in the Chicago Region",10.1007/s11252-020-01001-6,4f6fa6063cf058f610006770,1083-8155,1573-1642,Urban Ecosystems,NA,5,2,19430502,9.6718324558025,443757,97,18986653,663,8.2636621417798,11,98,653,297263,20.753357821188,14332,95,282929,13,11.863846153846,2,92,12,M. Joseph Pasterski,Anthony Bellagamba,Stephanie Chancellor,Alister Cunje,Emily Dodd,Kerri Gefeke,Shannon Hsieh,Alec Schassburger,Alexis Smith,Wesley Tucker,Roy E. Plotnick,NA,NA,NA,NA,NA,NA,article,82260727,1.5.4,FALSE,Ecology,Environmental Management,Life Sciences,springer,springer,springer,16,7,NA,16,1605592848,65.18,0,0,0,0,0,0,0,0,0,0,0,65.18,http://dx.doi.org/10.1007/s11252-020-01001-6,1589816533,1589328000,Physical Sciences,Environmental Science,0,7,0,7,https://badges.altmetric.com/?size=64&score=66&types=mmmmbttt,https://badges.altmetric.com/?size=100&score=66&types=mmmmbttt,https://badges.altmetric.com/?size=180&score=66&types=mmmmbttt,http://www.altmetric.com/details.php?citation_id=82260727,NA,NA,NA,1,Social Sciences,NA,NA,8,NA,Nature Conservation,Urban Ecology,Ecological Applications,Ecology,springer,springer,era,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biodiversity Research and Innovation in Antarctica and the Southern Ocean,10.1101/2020.05.03.074849,532721422a83ee84788b4567,NA,NA,bioRxiv,NA,30,5,19793918,9.69171139701232,1426346,92,18366758,142608,14.2073912823968,22477,84,120085,292315,20.8419817594026,37296,87,254973,8114,19.8073840276065,1356,83,6757,"Oldham, Paul D","Kindness, Jasmine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81310173,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,39,35,NA,35,1594111939,18.1,0,0,0,0,0,0,0,0,0,0,0,18.1,http://dx.doi.org/10.1101/2020.05.03.074849,1588627734,NA,NA,NA,0,9,0,9,https://badges.altmetric.com/?size=64&score=19&types=tttttttt,https://badges.altmetric.com/?size=100&score=19&types=tttttttt,https://badges.altmetric.com/?size=180&score=19&types=tttttttt,http://www.altmetric.com/details.php?citation_id=81310173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDRP: real-time phenology and climatic suitability modeling of invasive insects,10.1101/2020.05.18.102681,532721422a83ee84788b4567,NA,NA,bioRxiv,NA,3,3,19451913,9.6746196891853,10628469,45,8759803,139583,14.171964064392,84947,37,52865,299346,20.633234103679,132888,55,164843,8527,18.743178609124,5301,36,3118,"Barker, Brittany S","Coop, Leonard B","Wepprich, Tyson","Grevstad, Fritzi","Cook, Gericke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,82484805,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,8,6,NA,6,1605797283,2.75,0,0,0,0,0,0,0,0,0,0,0,2.75,http://dx.doi.org/10.1101/2020.05.18.102681,1590082146,NA,NA,NA,0,7,0,7,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=82484805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Freshwater Reptile Persistence and Conservation in Cities: Insights from Species Occurrence Records,10.3390/w12030651,4f6fa6063cf058f61000677d,NA,NA,Water,NA,1,NA,17379776,9.376814548009,15359961,1,0,3785,3.6253067371202,3586,1,0,269423,17.986747322982,225585,1,0,65,8.1867692307692,65,1,0,Eren Turak,Alex Bush,Jocelyn Dela-Cruz,Megan Powell,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,77255395,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,1,1,NA,1,1583765304,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.3390/w12030651,1583765318,1582848000,NA,NA,0,11,0,11,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=77255395,2073-4441,Multidisciplinary,era,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Climate Change Drives Poleward Increases and Equatorward Declines in Marine Species,10.1016/j.cub.2020.02.043,4f6fa4ea3cf058f610002660,NA,NA,Current Biology,6,46,31,19457256,9.6749241114013,62476,99,19395316,12588,51.844463298379,418,96,12171,285679,19.508378865789,2278,99,283407,257,54.117315175097,8,97,250,Reuben A. Hastings,Louise A. Rutterford,Jennifer J. Freer,Rupert A. Collins,Stephen D. Simpson,Martin J. Genner,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,78237679,1.5.4,FALSE,Biological Sciences,Medical And Health Sciences,Psychology And Cognitive Sciences,era,era,era,150,84,2,125,1600429586,330,0,0,0,0,0,0,0,0,0,0,0,330,http://dx.doi.org/10.1016/j.cub.2020.02.043,1585105206,1585699200,"Biochemistry, Genetics and Molecular Biology",Life Sciences,0,144,0,144,https://badges.altmetric.com/?size=64&score=330&types=mbrtttwf,https://badges.altmetric.com/?size=100&score=330&types=mbrtttwf,https://badges.altmetric.com/?size=180&score=330&types=mbrtttwf,http://www.altmetric.com/details.php?citation_id=78237679,0960-9822,NA,NA,9,Agricultural and Biological Sciences,NA,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32220327,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Biological Flora of the British Isles: Quercus rubra,10.1111/1365-2745.13375,4f6fa4f03cf058f610002d62,0022-0477,1365-2745,Journal of Ecology,2,4,2,18731132,9.5542037373906,5530036,70,13152578,2834,11.457707833451,1617,42,1205,287657,21.199679687961,106625,62,180258,29,15.394689655172,22,24,7,Marcin K. Dyderski,Damian Chmura,Łukasz Dylewski,Paweł Horodecki,Andrzej M. Jagodziński,Marcin Pietras,Piotr Robakowski,Beata Woziwoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,80164565,1.5.4,FALSE,Environmental Sciences,Biological Sciences,Agricultural And Veterinary Sciences,era,era,era,9,8,NA,8,1614323052,3.75,0.5,0,0,0,0,0,0,0,0,0,0,3.75,http://dx.doi.org/10.1111/1365-2745.13375,1587390028,1587340800,Physical Sciences,Environmental Science,0,50,0,50,https://badges.altmetric.com/?size=64&score=4&types=tttttttt,https://badges.altmetric.com/?size=100&score=4&types=tttttttt,https://badges.altmetric.com/?size=180&score=4&types=tttttttt,http://www.altmetric.com/details.php?citation_id=80164565,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
How long does it take to discover a species?,10.1080/14772000.2020.1751339,4f6fa4d63cf058f61000110a,1477-2000,1478-0933,Systematics and Biodiversity,NA,32,13,19793918,9.69171139701232,492307,97,19302964,322,10.227701863354,13,96,310,292725,20.7620054795448,15084,94,277648,7,11.9628571428571,1,99,7,Zoë A. Goodwin,Pablo Muñoz-Rodríguez,David J. Harris,Tom Wells,John R. I. Wood,Denis Filer,Robert W. Scotland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,81572257,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,61,46,NA,51,1635452734,59.87,15.18,7.93,0.85,0,0,0,0,0,0,0,0,59.87,http://dx.doi.org/10.1080/14772000.2020.1751339,1588856975,1588809600,Life Sciences,Agricultural and Biological Sciences,0,39,0,39,https://badges.altmetric.com/?size=64&score=60&types=mbtttttt,https://badges.altmetric.com/?size=100&score=60&types=mbtttttt,https://badges.altmetric.com/?size=180&score=60&types=mbtttttt,http://www.altmetric.com/details.php?citation_id=81572257,NA,Biological Sciences,era,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunicate bulb size variation in monocots explained by temperature and phenology,10.1002/ece3.5996,53222dc82a83ee27268b4570,2045-7758,2045-7758,Ecology and Evolution,1,14,5,19731023,9.6827804290777,677287,96,19055708,6391,11.523045532781,280,95,6113,277266,17.521558207641,17482,93,259789,174,9.7948620689655,7,96,168,Cody Coyotee Howard,Nico Cellinese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,76761335,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,30,20,1,25,1584738009,42.53,0,0,0,0,0,0,0,0,0,0,0,42.53,http://dx.doi.org/10.1002/ece3.5996,1582840961,1582761600,NA,NA,0,13,0,13,https://badges.altmetric.com/?size=64&score=43&types=mbtttttf,https://badges.altmetric.com/?size=100&score=43&types=mbtttttf,https://badges.altmetric.com/?size=180&score=43&types=mbtttttf,http://www.altmetric.com/details.php?citation_id=76761335,NA,NA,NA,1,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32184982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Inventory incompleteness and collecting priority on the plant diversity in tropical East Africa,10.1016/j.biocon.2019.108313,4f6fa4e93cf058f6100023d5,NA,NA,Biological Conservation,NA,1,NA,15055070,8.6861870366637,13296258,1,0,4512,18.371843493682,4409,1,0,344257,12.738625976017,285098,1,0,105,55.426038461538,100,1,0,Shengwei Wang,Yadong Zhou,Paul Mutuku Musili,Geoffrey Mwachala,Guangwan Hu,Qingfeng Wang,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,70762408,1.5.4,FALSE,Environmental Sciences,Biological Sciences,Agricultural And Veterinary Sciences,era,era,era,1,1,NA,1,1574161083,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0.25,http://dx.doi.org/10.1016/j.biocon.2019.108313,1574161094,1577836800,Physical Sciences,Environmental Science,0,29,0,29,https://badges.altmetric.com/?size=64&score=1&types=tttttttt,https://badges.altmetric.com/?size=100&score=1&types=tttttttt,https://badges.altmetric.com/?size=180&score=1&types=tttttttt,http://www.altmetric.com/details.php?citation_id=70762408,0006-3207,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Predictive modelling of the distribution of Clematis sect. Fruticella s. str. under climate change reveals a range expansion during the Last Glacial Maximum,10.7717/peerj.8729,521f51273cf0582f62000000,NA,NA,PeerJ,NA,1,NA,17904439,9.4872601097426,5638784,67,12152563,10622,17.763686688006,4997,52,5546,272795,18.170177253981,105352,60,166258,61,24.845180327869,43,31,19,Mingyu Li,Jian He,Zhe Zhao,Rudan Lyu,Min Yao,Jin Cheng,Lei Xie,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,77449060,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,4,1,NA,3,1591492250,3.25,0,0,0,0,0,0,0,0,0,0,0,3.25,http://dx.doi.org/10.7717/peerj.8729,1584099346,1583712000,NA,NA,0,10,0,10,https://badges.altmetric.com/?size=64&score=4&types=tttwwwww,https://badges.altmetric.com/?size=100&score=4&types=tttwwwww,https://badges.altmetric.com/?size=180&score=4&types=tttwwwww,http://www.altmetric.com/details.php?citation_id=77449060,2167-8359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32195054,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niche modeling reveals life history shifts in birds at La Brea over the last twenty millennia,10.1371/journal.pone.0227361,4f6fa5313cf058f6100043e3,NA,NA,PLOS ONE,NA,4,2,19404461,9.670613629416,1374699,92,18030456,172741,13.996499047707,18902,89,153838,351003,13.041624162756,36011,89,315006,181,40.857093922652,44,76,138,Robert M. Zink,Sebastian Botero-Cañola,Helen Martinez,Katelyn M. Herzberg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,74107650,1.5.4,FALSE,NA,NA,NA,NA,NA,NA,12,6,3,12,1621431270,18.51,10.16,0,0,0,0,0,0,0,0,0,0,18.51,http://dx.doi.org/10.1371/journal.pone.0227361,1579203546,1579132800,Agricultural and Biological Sciences,"Biochemistry, Genetics and Molecular Biology",0,26,0,26,https://badges.altmetric.com/?size=64&score=19&types=bttttwff,https://badges.altmetric.com/?size=100&score=19&types=bttttwff,https://badges.altmetric.com/?size=180&score=19&types=bttttwff,http://www.altmetric.com/details.php?citation_id=74107650,1932-6203,Multidisciplinary,era,2,Life Sciences,Medicine,Health Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31945101,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Climate change in the Bay of Biscay: Changes in spatial biodiversity patterns could be driven by the arrivals of southern species,10.3354/meps13401,4f6fa6053cf058f61000668b,0171-8630,1616-1599,Marine Ecology Progress Series,NA,3,NA,18897820,9.5973089455793,10777510,42,8053484,4518,7.8248729526339,3567,20,937,307073,18.818144988325,149651,50,155501,80,8.496,62,22,18,M Le Marchand,T Hattab,N Niquil,C Albouy,F Le Loc’h,FBR Lasram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,article,88210469,1.5.4,FALSE,Ecology,Zoology,NA,era,era,NA,4,3,NA,3,1600266562,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,http://dx.doi.org/10.3354/meps13401,1597349489,1597276800,Physical Sciences,Environmental Science,0,29,0,29,https://badges.altmetric.com/?size=64&score=3&types=tttttttt,https://badges.altmetric.com/?size=100&score=3&types=tttttttt,https://badges.altmetric.com/?size=180&score=3&types=tttttttt,http://www.altmetric.com/details.php?citation_id=88210469,NA,NA,NA,NA,Life Sciences,Agricultural and Biological Sciences,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
