Key,Item.Type,Publication.Year,Author,Title,Publication.Title,ISBN,ISSN,DOI,Url,Abstract.Note,Date,Date.Added,Date.Modified,Access.Date,Pages,Num.Pages,Issue,Volume,Journal.Abbreviation,Short.Title,Series,Series.Title,Publisher,Place,Language,Rights,Type,Archive,Archive.Location,Library.Catalog,Call.Number,Extra,Notes,File.Attachments,Link.Attachments,Manual.Tags,doi,best_oa_location,oa_locations,oa_locations_embargoed,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,authors
U3GUWKT7,journalArticle,2020,"Fuad, T.I.; Rubby, I.A.; Rasid, H.; Chowdhury, M.S.N.; Sharifuzzaman, S.M.","Documentation of Istiblennius dussumieri (Blenniiformes: Blenniidae) from the Northern Bay of Bengal, with Ecological Notes",Thalassas,,0212-5919,10.1007/s41208-020-00265-1,http://link.springer.com/10.1007/s41208-020-00265-1,"This study presents the first detailed description of a blenniid fish, Istiblennius dussumieri (Valenciennes 1836) from Bangladesh, representing the northernmost limit of its distribution in the Bay of Bengal. Based on nine specimens collected from the rocky tidepool habitat, diagnostic accounts of I. dussumieri are provided with photographs showing sensory pores and cirri, which are rarely illustrated in the literature.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,,,,,,,,,,,en,,,8968dbb7-042a-3c46-b194-7e2fa011098a,,Script,,10.1007/s41208-020-00265-1,,/Users/losialagisz/Zotero/storage/EXFM7Y4D/Fuad et al. - 2020 - Documentation of Istiblennius dussumieri (Blenniif.pdf,,ALA GBIF DOI,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
SIE34I39,journalArticle,2020,"Ferlini, F.",Wintering range of western yellow wagtail Motacilla flava in Africa and Europe in a historical perspective,Rivista Italiana di Ornitologia,,2385-0833,10.4081/rio.2020.430,https://sisn.pagepress.org/index.php/rio/article/view/430,"Over the past few centuries, some subspecies of the western yellow wagtail Motacilla flava have shown changes in their reproductive ranges. The aim of this research is to verify if changes have occurred also in the wintering range of the species in Africa and Europe from 1848 to 2017. The data, collected through the consultation of over 840 bibliographic sources, 184 travel reports, 38 databases (including 25 relating to museum collections) and some website, shows an expansion of the wintering range to the north. The analysis is also extended to the single subspecies (flava, iberiae, cinereocapilla, flavissima, thunbergi, pygmaea, feldegg, beema, lutea, leucocephala). The factors that can affect the conservation of the species during wintering are examined and the oversummering range of Motacilla flava in sub-Saharan Africa is also discussed.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,,,1,90,,,,,,,,,,2f6eac1d-82d1-3076-a894-482c9a9720d9,,Script,,10.4081/rio.2020.430,,/Users/losialagisz/Zotero/storage/PCGJXH9Q/Ferlini - 2020 - Wintering range of western yellow wagtail Motacill.pdf,,ALA GBIF DOI,10.4081/rio.2020.430,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,"2385-0833,0035-6875",0035-6875,Rivista Italiana di Ornitologia,PAGEPress Publications,2020-10-07,2020,Wintering range of western yellow wagtail <em>Motacilla flava</em> in Africa and Europe in a historical perspective,2021-12-08T20:51:00.663331,
5AWIC8FA,journalArticle,2020,"De La Pascua, D.R.; Smith‐Winterscheidt, C.; Dowell, J.A.; Goolsby, E.W.; Mason, C.M.",Evolutionary trade‐offs in the chemical defense of floral and fruit tissues across genus Cornus,American Journal of Botany,,0002-9122,10.1002/ajb2.1540,https://onlinelibrary.wiley.com/doi/10.1002/ajb2.1540,"Premise Defense investment in plant reproductive structures is relatively understudied compared to the defense of vegetative organs. Here the evolution of chemical defenses in reproductive structures is examined in light of the optimal defense, apparency, and resource availability hypotheses within the genus Cornus using a phylogenetic comparative approach in relation to phenology and native habitat environmental data. Methods Individuals representing 25 Cornus species were tracked for reproductive phenology over a full growing season at the Arnold Arboretum of Harvard University. Floral, fruit, and leaf tissue was sampled to quantify defensive chemistry as well as fruit nutritional traits relevant to bird dispersal. Native habitat environmental characteristics were estimated using locality data from digitized herbarium records coupled with global soil and climate data sets. Results The evolution of later flowering was correlated with increased floral tannins, and the evolution of later fruiting was correlated with increased total phenolics. Leaves were found to contain the highest tannin activity, while inflorescences contained the highest total flavonoids. Multiple aspects of fruit defensive chemistry were correlated with fruit nutritional traits. Floral and fruit defensive chemistry were evolutionarily correlated with aspects of native habitat temperature, precipitation, and soil characteristics. Conclusions Results provide tentative support for the apparency hypothesis with respect to both flower and fruit phenology, while relative concentrations of secondary metabolites across organs provide mixed support for the optimal defense hypothesis. The evolution of reproductive defense with native habitat provides, at best, mixed support for the resource availability hypothesis.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,1260-1273,,9,107,,,,,,,en,,,6d6cae17-2dd0-3020-b7a9-475d912b5222,,Script,,10.1002/ajb2.1540,,/Users/losialagisz/Zotero/storage/66BW266U/De La Pascua et al. - 2020 - Evolutionary trade‐offs in the chemical defense of.pdf,,ALA GBIF DOI,10.1002/ajb2.1540,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"0002-9122,1537-2197",0002-9122,American Journal of Botany,Wiley,2020-09-01,2020,Evolutionary trade‐offs in the chemical defense of floral and fruit tissues across genus Cornus,2021-10-10T06:35:16.043646,
AWHNRDJX,journalArticle,2020,"Catarino, M.D.; Silva, A.; Cruz, M.T.; Mateus, N.; Silva, A.M.S.; Cardoso, S.M.",Phlorotannins from Fucus vesiculosus: Modulation of Inflammatory Response by Blocking NF-κB Signaling Pathway,International Journal of Molecular Sciences,,1422-0067,10.3390/ijms21186897,https://www.mdpi.com/1422-0067/21/18/6897,"Due to their large spectrum of bioactive properties, much attention has recently been drawn to phlorotannins—i.e., phenolic compounds characteristic from brown macroalgae. This study aimed to evaluate the antioxidant and anti-inflammatory properties of F. vesiculosus phlorotannin extracts and purified fractions. Overall, the crude extract and its ethyl acetate fraction (EtOAc) showed good radical scavenging activity, particularly towards nitric oxide (NO•). Subsequent subfractions of EtOAc (F1 to F9) with different molecular weights were then shown to inhibit lipopolysaccharide-induced NO• production in macrophages, with stronger effects being observed for fractions of lower MWs. Of the three intracellular markers analyzed, inducible NO• synthase showed the highest sensitivity to almost all the phlorotannin-rich samples, followed by interleukin 1β and cyclooxygenase 2, which was only inhibited by F2. Furthermore, this subfraction inhibited the phosphorylation and degradation of inhibitory protein κBα, thus preventing the activation of NF-κB and blocking the inflammatory cascade at the transcriptional level. This sample was characterized by the presence of a major compound with a deprotonated molecular ion at m/z 507 with a fragmentation pattern coherent with that of a phlorotannin derivative. Overall, this work unveiled some of the mechanistic aspects behind the anti-inflammatory capacity of phlorotannins from F. vesiculosus, endorsing its use as a possible natural source of anti-inflammatory compounds.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,6897,,18,21,,,,,,,en,,,578af3f5-0c95-3d79-8f66-831150160ad6,,Script,,10.3390/ijms21186897,,/Users/losialagisz/Zotero/storage/BLTRS2TD/Catarino et al. - 2020 - Phlorotannins from Fucus vesiculosus Modulation o.pdf,,ALA GBIF DOI,10.3390/ijms21186897,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1422-0067,1422-0067,International Journal of Molecular Sciences,MDPI AG,2020-09-20,2020,Phlorotannins from Fucus vesiculosus: Modulation of Inflammatory Response by Blocking NF-κB Signaling Pathway,2021-02-07T02:01:34.551723,
PUNZFGBS,journalArticle,2020,"Carrasco‐Puga, G.; Díaz, F.P.; Soto, D.C.; Hernández‐Castro, C.; Contreras‐López, O.; Maldonado, A.; Latorre, C.; Gutiérrez, R.A.",Revealing hidden plant diversity in arid environments,Ecography,,0906-7590,10.1111/ecog.05100,https://onlinelibrary.wiley.com/doi/10.1111/ecog.05100,"Estimating total plant diversity in extreme or hyperarid environments can be challenging, as adaptations to pronounced climate variability include evading prolonged stress periods through seeds or specialized underground organs. Short‐term surveys of these ecosystems are thus likely poor estimators of actual diversity. Here we develop a multimethod strategy to obtain a more complete understanding of plant diversity from a community in the Atacama Desert. We explicitly test environmental DNA‐based techniques (eDNA) to see if they can reveal the observed and ‘hidden' (dormant or locally rare) species. To estimate total plant diversity, we performed long‐term traditional surveys during eight consecutive years, including El Niño and La Niña events, we then analyzed eDNA from soil samples using high‐throughput sequencing. We further used soil pollen analysis and soil seed bank germination assays to identify ‘hidden' species. Each approach offers different subsets of current biodiversity at different taxonomic, spatial and temporal resolution, with a total of 92 taxa identified along the transect. Traditional field surveys identified 77 plant species over eight consecutive years. Observed community composition greatly varies interannually, with only 22 species seen every year. eDNA analysis revealed 37 taxa, eight of which were ‘hidden' in our field surveys. Soil samples contain a viable seed bank of 21 taxa. Soil pollen (27 taxa) and eDNA analysis show affinities with vegetation at the landscape scale but a weak relationship to local plot diversity. Multimethod approaches (including eDNA) in deserts are valuable tools that add to a comprehensive assessment of biodiversity in such extreme environments, where using a single method or observations over a few years is insufficient. Our results can also explain the resilience of Atacama plant communities as ‘hidden' taxa may have been active in the recent past or could even emerge in the future as accelerated global environmental change continues unabated.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,ecog.05100,,,,,,,,,,en,,,f6f4304c-c9cb-3865-b657-a2eca6a717d0,,Script,,10.1111/ecog.05100,,/Users/losialagisz/Zotero/storage/IAL4CHVC/Carrasco‐Puga et al. - 2020 - Revealing hidden plant diversity in arid environme.pdf,,ALA GBIF DOI,10.1111/ecog.05100,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,"0906-7590,1600-0587",0906-7590,Ecography,Wiley,2020-10-11,2020,Revealing hidden plant diversity in arid environments,2021-11-04T19:18:11.015421,
NW4F8Z8D,journalArticle,2020,"Bombi, P.","Potential conflict extent between two invasive alien pests, Rhynchophorus ferrugineus and Paysandisia archon, and the native populations of the Mediterranean fan palm",Journal for Nature Conservation,,1617-1381,10.1016/j.jnc.2020.125927,https://linkinghub.elsevier.com/retrieve/pii/S1617138120301734,"The introduction of alien species is one of the main threat to native biodiversity worldwide. The spreading of Rhynchophorus ferrugineus and Paysandisia archon across the Mediterranean basin caused enormous damages to cultivated palms, representing a paradigmatic case of uncontrolled diffusion of invasive alien pests. The infestation of natural populations of Chamaerops humilis, which has a particular conservation relevance being the only native palm species in Western Europe, by the two pests can be a serious threat. Nevertheless, no clear evaluation of this risk is available. I provided a first estimation of the potential geographic extent of this threat, comparing the specific climatic niches of the three species and identifying high-conflict areas and potential refuges for C. humilis through a spatial explicit approach based on niche modeling. I evidenced that the climatic niche of the palm is similar to those of the two pests. This produces frequent co-occurrence of host and pests causing potential high levels of pressure on palm populations. More specifically, R. ferrugineus represents a very widespread threat to palms, with conflict areas in most of the coasts and islands included in the C. humilis distribution. On the contrary, P. archon represents a threat only in the northeastern part of the palm range, and large potential refuges occur in southwestern Iberia, North Africa, and several islands. However, the threat by P. archon can be locally stronger than by R. ferrugineus. Programs of assessment, monitoring, and containment in host-pest conflict areas and measures of protection, prevention, and monitoring in refuge areas could mitigate the threat to C. humilis, avoiding the impact that the same pests have on cultivated palms across Europe.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,125927,,,58,,,,,,,en,,,3c621fbe-1573-3a77-86e8-8d141df0455b,,Script,,10.1016/j.jnc.2020.125927,,/Users/losialagisz/Zotero/storage/2R9GR5DE/Bombi - 2020 - Potential conflict extent between two invasive ali.pdf,,ALA GBIF DOI,10.1016/j.jnc.2020.125927,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1617-1381,1617-1381,Journal for Nature Conservation,Elsevier BV,2020-12-01,2020,"Potential conflict extent between two invasive alien pests, Rhynchophorus ferrugineus and Paysandisia archon, and the native populations of the Mediterranean fan palm",2021-01-19T02:57:47.754568,
BGT2RCDJ,journalArticle,2020,"Benavides, L.R.; Pinto-da-Rocha, R.; Giribet, G.",The phylogeny and evolution of the flashiest of the armored harvestmen (Arachnida: Opiliones),Systematic Biology,,1063-5157,10.1093/sysbio/syaa080,https://academic.oup.com/sysbio/advance-article/doi/10.1093/sysbio/syaa080/5924385,"Gonyleptoidea, largely restricted to the Neotropics, constitutes the most diverse superfamily of Opiliones and includes the largest and flashiest representatives of this arachnid order. However, the relationships among its main lineages (families and superfamilies) and the timing of their origin are not sufficiently understood to explain how this tropical clade has been able to colonize the temperate zone. Here we used transcriptomics and divergence time dating to investigate the phylogeny of Gonyleptoidea. Our results support the monophyly of Gonyleptoidea and all of its families with more than one species represented. Resolution within Gonyleptidae s.s. is achieved for many clades, but some subfamilies are not monophyletic (Gonyleptinae, Mitobatinae, and Pachylinae), requiring taxonomic revision. Our data show evidence for one colonization of today’s temperate zone early in the history of Gonyleptidae, during the Paleogene, at a time when the Neotropical area extended poleward into regions now considered temperate. This provides a possible mechanism for the colonization of the extratropics by a tropical group following the Paleocene-Eocene Thermal Maximum, explaining how latitudinal diversity gradients (LDGs) can be established. Taxonomic acts: Ampycidae Kury 2003 is newly ranked as family; Neosadocus Mello-Leitão is transferred to Progonyleptoidellinae (new subfamilial assignment).",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,syaa080,,,,,,,,,,en,,,d2045454-a7b4-3041-81c9-29b35d955cca,,Script,,10.1093/sysbio/syaa080,,/Users/losialagisz/Zotero/storage/GYH43KDA/Benavides et al. - 2020 - The phylogeny and evolution of the flashiest of th.pdf,,ALA GBIF DOI,10.1093/sysbio/syaa080,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1063-5157,1076-836X",1063-5157,Systematic Biology,Oxford University Press (OUP),2021-01-05,2021,The Phylogeny and Evolution of the Flashiest of the Armored Harvestmen (Arachnida: Opiliones),2021-05-30T18:22:58.160887,
YIYMMMC2,journalArticle,2020,"Afonin, A.N.; Baranova, O.G.; Fedorova, Y.A.",Northern border of Ambrosia artemisiifolia L. distribution in Canada in relation to the establishing of its environmental limits,Vestnik Tomskogo gosudarstvennogo universiteta. Biologiya,,1998-8591,10.17223/19988591/50/2,http://journals.tsu.ru/biology/&journal_page=archive&id=1974&article_id=44474,"An ecological-geographical analysis of the occurrence of ragweed (Ambrosia artemisiifolia L.) at the northern limit of its distribution in Canada was carried out. The leading factor limiting the distribution of the species to the north is the insufficient heat supply during the period of seed ripening. A global map of the sums of mean annual temperatures for the period of maturation of ragweed seeds has been compiled. The northernmost points were identified, where the species forms self-sustaining populations. Based on the results of a comprehensive assessment of the likelihood of naturalization of ragweed in the northernmost known places of its growth in the primary range, naturalization was proved for 5 agglomerations of points. The locations of the northernmost self-sustaining populations are mapped to the sums of temperatures and the value of the sums of temperatures in these localities is determined. Established that the modern actual border of naturalization of ragweed in the primary range does not go beyond the territories with the sums of active temperatures above 660 ° C. Taking into account the quantitatively determined ecological limit, a potential ecological-geographical boundary of the distribution of ragweed to the north was drawn, for which the isoline of the minimum sums of temperatures sufficient for seed ripening in plants in the northernmost ragweed populations in its homeland was taken. The corresponding isoline of the factor can be taken as the northern ecological-geographical boundary of the currently implemented ecological niche of ambrosia. Taking into account the quantitatively determined ecological limit, a potential ecological-geographical boundary of the distribution of ragweed to the north was drawn, for which the isoline of the minimum sums of temperatures sufficient for seed ripening in plants in the northernmost ragweed populations in its homeland was taken. The corresponding isoline of the factor can be taken as the northern ecological-geographical boundary of the currently implemented ecological niche of ambrosia. Taking into account the quantitatively determined ecological limit, a potential ecological-geographical boundary of the distribution of ragweed to the north was drawn, for which the isoline of the minimum sums of temperatures sufficient for seed ripening in plants in the northernmost ragweed populations in its homeland was taken. The corresponding isoline of the factor can be taken as the northern ecological-geographical boundary of the currently implemented ecological niche of ambrosia.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,28-51,,50,,,,,,,,,,,f444e1f6-9c47-3001-a248-7d4dab501e52,,Script,,10.17223/19988591/50/2,,/Users/losialagisz/Zotero/storage/B6I834BQ/Saint-Petersburg State University et al. - 2020 - Northern border of Ambrosia artemisiifolia L. dist.pdf,,ALA GBIF DOI,10.17223/19988591/50/2,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"1998-8591,2311-2077",1998-8591,Vestnik Tomskogo gosudarstvennogo universiteta. Biologiya,Tomsk State University,2020-01-01,2020,Northern border of Ambrosia artemisiifolia L. distribution in Canada in relation to the establishing of its environmental limits,2021-01-13T02:49:53.631934,
MZIV3S5A,journalArticle,2020,"Brandt, A.J.; Bellingham, P.J.; Duncan, R.P.; Etherington, T.R.; Fridley, J.D.; Howell, C.J.; Hulme, P.E.; Jo, I.; McGlone, M.S.; Richardson, S.J.; Sullivan, J.J.; Williams, P.A.; Peltzer, D.A.",Naturalised plants transform the composition and function of the New Zealand flora,Biological Invasions,,1387-3547,10.1007/s10530-020-02393-4,http://link.springer.com/10.1007/s10530-020-02393-4,"The New Zealand flora has a high proportion of endemic species but has been invaded by almost the same number of non-native plant species. To support management of invasive plant species, we provide an updated inventory of New Zealand’s naturalised flora and compare it with the native flora to identify key taxonomic and functional distinctions. We also assess how the naturalised flora may impact ecosystem processes differently than the native flora using functional traits related to plant resource use strategy. The 1798 species in the naturalised flora currently comprise 43.9% of the total number of vascular plant species, and add 67 plant families and 649 genera to the total vascular flora. The naturalised flora has a greater proportion of herbaceous species and annual species than the native flora, which could influence ecosystem processes such as decomposition and nutrient cycling. Naturalised trees have higher leaf nitrogen concentration for a given leaf area than native trees, which could increase rates of nutrient cycling in invaded forest ecosystems. A greater number of naturalised species are present in larger, more northerly, and more populated regions of New Zealand. Our results demonstrate both taxonomic and functional differences between the native and naturalised flora of New Zealand that can be used to guide management of naturalised plants, including the 314 species currently managed as environmental weeds, from the local to national scale.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,,,,,,,,,,,en,,,ccb011a0-4775-3825-9dba-fd6b8aa33185,,Script,,10.1007/s10530-020-02393-4,,/Users/losialagisz/Zotero/storage/42CAA6VV/Brandt et al. - 2020 - Naturalised plants transform the composition and f.pdf,,ALA GBIF DOI,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
GIHFT3GQ,journalArticle,2020,"Bitani, N.; Ehlers Smith, D.A.; Ehlers Smith, Y.C.; Downs, C.T.",Functional traits vary among fleshy-fruited invasive plant species and their potential avian dispersers,Acta Oecologica,,1146-609X,10.1016/j.actao.2020.103651,https://linkinghub.elsevier.com/retrieve/pii/S1146609X20301430,"Habitat fragmentation has a multitude of negative effects on biodiversity, including the facilitation of alien plant invasion. Of concern in South Africa is the spread of fleshy-fruited invasive plant species, which in many places are replacing indigenous vegetation in frequently disturbed and fragmented habitats. The availability of dispersers is among the most important factors for the successful invasion of fleshy fruited invasive plant species. Dispersers differ in their dispersal capacity, and the success of frugivore dispersed plants depends both on animal and plant traits. Here, we used the functional traits of fleshy-fruited invasive plants to test for specific associations with avian functional traits in Indian Ocean Coastal Belt Forests, KwaZulu-Natal Province, South Africa. We predicted that fleshy-fruited invasive plant species that were more likely to persist in disturbed Indian Ocean Coastal Belt Forests were small-seeded, open habitat species with longer fruiting period lengths. The use of multivariate analyses showed that avian seed dispersers and fleshy-fruited invasive plant species differed in the functional traits between species with each group (i.e. plants and avian dispersers) that were important for seed dispersal. For fleshy-fruited plants, morphological traits (seed size, fruit size) and phenological traits (fruiting period length) were more variable between the species. For avian species, the variation was in their morphology (body size, gape width, bill length), abundance and habitat specificity. As predicted, avian species that were potentially dispersing invasive plants were forest generalist and relatively abundant species persisting in the fragmented forest. Fleshy-fruited invasive plant species that were predicted to be effectively dispersed were small-seed, open habitat species with longer fruiting length including lantana (Lantana camara), white mulberry (Morus alba), Brazilian pepper (Schinus terebinthifolius) and bugweed (Solanum mauritianum). Overall, our study showed that easily measured traits were important for understanding forest invasion dynamics and give insights to management strategies that can be developed to minimise further infestations.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,103651,,,108,,,,,,,en,,,e8a04534-03ac-3a41-972c-d9eb77a8232c,,Script,,10.1093/sysbio/syaa080,,/Users/losialagisz/Zotero/storage/Q442MRUB/Bitani et al. - 2020 - Functional traits vary among fleshy-fruited invasi.pdf,,ALA GBIF DOI,10.1016/j.actao.2020.103651,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1146-609X,1146-609X,Acta Oecologica,Elsevier BV,2020-10-01,2020,Functional traits vary among fleshy-fruited invasive plant species and their potential avian dispersers,2021-09-08T06:08:44.926064,
YITHMBN4,journalArticle,2020,"Armitage, D.W.; Jones, S.E.",Coexistence barriers confine the poleward range of a globally distributed plant,Ecology Letters,,1461-023X,10.1111/ele.13612,https://onlinelibrary.wiley.com/doi/10.1111/ele.13612,"In the study of factors shaping species' poleward range boundaries, climatic constraints are often assigned greater importance than biotic interactions such as competition. However, theory suggests competition can truncate a species' fundamental niche in harsh environments. We test this by challenging a mechanistic niche model – containing explicit competition terms – to predict the poleward range boundaries of two globally distributed, ecologically similar aquatic plant species. Mechanistic competition models accurately predicted the northern range limits of our study species, outperforming competition‐free mechanistic models and matching the predictive ability of statistical niche models fit to occurrence records. Using the framework of modern coexistence theory, we found that relative nonlinearity in competitors' responses to temperature fluctuations maintains their coexistence boundary, highlighting the importance of this fluctuation‐dependent mechanism. Our results support a more nuanced, interactive role of climate and competition in determining range boundaries, and illustrate a practical, process‐based approach to understanding the determinants of range limits.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,1838-1848,,12,23,,,,,,,en,,,67aba11b-d6ff-3f01-9986-a16c2c44947a,,Script,,10.1111/ele.13612,,/Users/losialagisz/Zotero/storage/7N3VC22R/Armitage and Jones - 2020 - Coexistence barriers confine the poleward range of.pdf,,ALA GBIF DOI,10.1111/ele.13612,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"1461-023X,1461-0248",1461-023X,Ecology Letters,Wiley,2020-10-06,2020,Coexistence barriers confine the poleward range of a globally distributed plant,2021-12-03T16:48:07.376395,
59QTLBBF,journalArticle,2020,"Alaniz, A.J.; Carvajal, M.A.; Vergara, P.M.; Fierro, A.; Moreira-Arce, D.; Rojas-Osorio, A.; Soto, G.E.; Rodewald, A.D.",Trophic behavior of specialist predators from a macroecological approach: The case of the magellanic woodpecker in south American temperate forests,Global Ecology and Conservation,,2351-9894,10.1016/j.gecco.2020.e01285,https://linkinghub.elsevier.com/retrieve/pii/S235198942030826X,"Theoretical and empirical studies have addressed predator-prey relationships, but the relevance of individual prey species, prey species richness and environment on the niche and the distribution of specialist predators have been scarcely tested with a macroecological approach. Here we aim to analyze the niche and spatial distribution of the Magellanic woodpecker (MWP; Campephilus magellanicus), a specialist predator, analyzing the relative importance of its individual prey species, prey species richness and environmental factors. We modeled the niches of the MWP and its five most important long-horned beetle prey species, quantifying their similarity in spatial distribution and niche. Then we evaluated the relative importance of single prey species and prey species richness on the potential distribution of the MWP, which showed a high degree of overlap with the niche and spatial distribution of three prey species. MWP models with each of these three prey species had a better fit than the model with prey species richness, and contributed more than environmental variables. These results suggest that MWP responds to particular prey items rather than prey species richness. These findings highlight the usefulness of ecological niche models to identify behavioral traits, being potentially replicable in other types of interactions such as competition, mutualism, parasitism, and pollination.",2020,2020-12-21 05:56:34,2020-12-21 05:56:34,,e01285,,,24,,,,,,,en,,,adc4f921-e08d-3b42-817d-4fad2a9429b9,,Script,,10.1016/j.gecco.2020.e01285,,/Users/losialagisz/Zotero/storage/U4XCFPD6/Alaniz et al. - 2020 - Trophic behavior of specialist predators from a ma.pdf,,ALA GBIF DOI,10.1016/j.gecco.2020.e01285,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,2351-9894,2351-9894,Global Ecology and Conservation,Elsevier BV,2020-12-01,2020,Trophic behavior of specialist predators from a macroecological approach: The case of the magellanic woodpecker in south American temperate forests,2021-03-29T12:45:47.847099,
6RPZQH38,journalArticle,2020,"Goodine, T.; Oelgemöller, M.","Corymbia citriodora: A Valuable Resource from Australian Flora for the Production of Fragrances, Repellents, and Bioactive Compounds",ChemBioEng Reviews,,2196-9744,10.1002/cben.202000013,https://onlinelibrary.wiley.com/doi/abs/10.1002/cben.202000013,"As global chemical manufacturing has historically relied on inexpensive feedstocks from the petrochemical industry, the identification of new naturally derived feedstocks represents an important and sustainable alternative. This review introduces Corymbia citriodora (Hook.) K.D.Hill & L.A.S.Johnson as an attractive renewable resource of natural compounds for organic chemical transformations. Although native to Australia, this plant species is now grown and harvested worldwide. The chemical composition of citriodora oils varies with location, harvesting season and age of leaves. Beyond their historic uses as fragrances or repellents, the more abundant terpenes found in citriodora oils such as citronellal, citronellol, and isopulegol have notable roles in the manufacture of fine chemicals. This review highlights several industrial processes intimately related to the citriodora terpenes, some advances in fragrances and repellents, as well as the use of these terpenes in the most recently reported synthesis of bioactive compounds. Where relevant, processes highlighting the adoption of green chemistry principles are presented and briefly discussed.",2020,2020-12-18 02:24:56,2020-12-18 02:26:02,,170-192,,6,7,,,,,,,en,,,,,Scopus,,10.1002/cben.202000013,,/Users/losialagisz/Zotero/storage/S6HHWIKH/Goodine and Oelgemöller - 2020 - Corymbia citriodora A Valuable Resource from Aust.pdf,,2 - ALA cited,10.1002/cben.202000013,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2196-9744,2196-9744",2196-9744,ChemBioEng Reviews,Wiley,2020-11-20,2020,"Corymbia citriodora : A Valuable Resource from Australian Flora for the Production of Fragrances, Repellents, and Bioactive Compounds",2021-01-20T19:34:53.199359,
GJRCVBR2,journalArticle,2020,"Haeften, S.V.; Milic, A.; Addison‐Smith, B.; Butcher, C.; Davies, J.M.",Grass Gazers: Using citizen science as a tool to facilitate practical and online science learning for secondary school students during the COVID-19 lockdown,Ecology and Evolution,,2045-7758,10.1002/ece3.6948,https://onlinelibrary.wiley.com/doi/abs/10.1002/ece3.6948,"The coronavirus disease of 2019 (COVID-19) pandemic has impacted educational systems worldwide during 2020, including primary and secondary schooling. To enable students of a local secondary school in Brisbane, Queensland, to continue with their practical agricultural science learning and facilitate online learning, a “Grass Gazers” citizen science scoping project was designed and rapidly implemented as a collaboration between the school and a multidisciplinary university research group focused on pollen allergy. Here, we reflect on the process of developing and implementing this project from the perspective of the school and the university. A learning package including modules on pollen identification, tracking grass species, measuring field greenness, using a citizen science data entry platform, forensic palynology, as well as video guides, risk assessment and feedback forms were generated. Junior agriculture science students participated in the learning via online lessons and independent data collection in their own local neighborhood and/or school grounds situated within urban environments. The university research group and school coordinator, operating in their own distributed work environments, had to develop, source, adopt, and/or adapt material rapidly to meet the unique requirements of the project. The experience allowed two-way knowledge exchange between the secondary and tertiary education sectors. Participating students were introduced to real-world research and were able to engage in outdoor learning during a time when online, indoor, desk-based learning dominated their studies. The unique context of restrictions imposed by the social isolation policies, as well as government Public Health and Department of Education directives, allowed the team to respond by adapting teaching and research activity to develop and trial learning modules and citizen science tools. The project provided a focus to motivate and connect teachers, academic staff, and school students during a difficult circumstance. Extension of this citizen project for the purposes of research and secondary school learning has the potential to offer ongoing benefits for grassland ecology data acquisition and student exposure to real-world science.",2020,2020-12-18 02:15:11,2020-12-18 02:17:03,,,,,,,,,,,,en,,,,,Scopus,,10.1002/ece3.6948,,/Users/losialagisz/Zotero/storage/2I77GZMR/Haeften et al. - 2020 - Grass Gazers Using citizen science as a tool to f.pdf,,2 - ALA cited,10.1002/ece3.6948,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2045-7758,2045-7758",2045-7758,Ecology and Evolution,Wiley,2020-11-24,2020,Grass Gazers: Using citizen science as a tool to facilitate practical and online science learning for secondary school students during the COVID‐19 lockdown,2021-12-03T02:33:57.729740,
