doi,best_oa_location,oa_locations,oa_locations_embargoed,data_standard,is_oa,is_paratext,genre,oa_status,has_repository_copy,journal_is_oa,journal_is_in_doaj,journal_issns,journal_issn_l,journal_name,publisher,published_date,year,title,updated_resource,authors
10.1371/journal.pone.0178731,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-06-28,2017,A conceptual framework for quality assessment and management of biodiversity data,2022-11-06T17:30:44.535630,
10.1371/journal.pone.0169629,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-01-25,2017,Improving the Design of a Conservation Reserve for a Critically Endangered Species,2022-11-22T12:02:51.554974,
10.1371/journal.pone.0172230,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-02-21,2017,Examining current or future trade-offs for biodiversity conservation in north-eastern Australia,2022-11-20T19:53:53.846683,
10.1371/journal.pone.0188058,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-11-21,2017,Impact of Austropuccinia psidii (myrtle rust) on Myrtaceae-rich wet sclerophyll forests in south east Queensland,2022-11-15T18:07:19.176799,
10.1371/journal.pone.0184193,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-09-05,2017,"Combining dispersal, landscape connectivity and habitat suitability to assess climate-induced changes in the distribution of Cunningham’s skink, Egernia cunninghami",2022-11-06T19:04:49.233232,
10.1371/journal.pone.0178681,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-06-01,2017,Weed abundance is positively correlated with native plant diversity in grasslands of southern Australia,2021-11-26T11:37:34.190184,
10.1371/journal.pone.0177018,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-05-04,2017,Modelling seasonal habitat suitability for wide-ranging species: Invasive wild pigs in northern Australia,2021-11-29T01:47:00.225022,
10.3390/plants6040058,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2223-7747,2223-7747,Plants,MDPI AG,2017-11-24,2017,Climate Modelling Shows Increased Risk to Eucalyptus sideroxylon on the Eastern Coast of Australia Compared to Eucalyptus albens,2022-03-01T01:18:23.072605,
10.1643/asihcodons2020,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,0045-8511,0045-8511,Copeia,American Society of Ichthyologists and Herpetologists (ASIH),2020-10-14,2020,Codes for Natural History Collections in Ichthyology and Herpetology,2021-01-14T06:47:42.451259,
10.3853/j.1835-4211.32.2020.1768,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,FALSE,1835-4211,1835-4211,Technical Reports of the Australian Museum online,Australian Museum,2020-10-09,2020,Impacts of the 2019–2020 bushfires on New South Wales biodiversity: a rapid assessment of distribution data for selected invertebrate taxa,2022-09-07T16:12:38.020696,
10.1016/j.oneear.2020.09.010,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,2590-3322,2590-3322,One Earth,Elsevier BV,2020-10-01,2020,Effective Biodiversity Monitoring Needs a Culture of Integration,2022-11-01T06:29:43.904800,
10.11646/zootaxa.4860.4.1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2020-10-14,2020,"<p><strong>Review of Orbiniidae (Annelida, Sedentaria) from Australia</strong></p>",2022-07-08T05:50:26.254298,
10.3390/d12080306,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1424-2818,1424-2818,Diversity,MDPI AG,2020-08-06,2020,Perceptions of Similarity Can Mislead Provenancing Strategies—An Example from Five Co-Distributed Acacia Species,2022-05-03T00:33:54.448761,
10.1007/s11130-020-00858-4,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0921-9668,1573-9104",0921-9668,Plant Foods for Human Nutrition,Springer Science and Business Media LLC,2020-10-03,2020,Antioxidant and Antiglycation Activities of Syzygium paniculatum Gaertn and Inhibition of Digestive Enzymes Relevant to Type 2 Diabetes Mellitus,2021-01-18T02:25:46.631684,
10.1016/j.jcz.2020.09.003,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0044-5231,0044-5231,Zoologischer Anzeiger,Elsevier BV,2020-11-01,2020,"Phylogenetic analysis of the winter and southernmost scorpion genus Urophonius (Bothriuridae), with the description of two new Patagonian species",2021-03-31T02:28:54.694493,
10.1080/03122417.2020.1816149,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0312-2417,2470-0363",0312-2417,Australian Archaeology,Informa UK Limited,2020-09-01,2020,Assessing the spread and uptake of tula adze technology in the late Holocene across the Southern Kimberley of Western Australia,2021-01-14T04:54:22.937286,
10.1007/s11273-020-09748-7,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0923-4861,1572-9834",0923-4861,Wetlands Ecology and Management,Springer Science and Business Media LLC,2020-09-19,2020,Clear as mud: the ecology and conservation of a secretive wetland fish (Neochanna cleaveri:Galaxiidae) in a heavily altered landscape,2021-05-27T05:30:19.041758,
10.1111/nph.16929,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0028-646X,1469-8137",0028-646X,New Phytologist,Wiley,2020-10-14,2020,Acclimation of leaf respiration temperature responses across thermally contrasting biomes,2022-11-19T10:08:19.333842,
10.1111/aen.12497,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2052-174X,2052-1758",2052-174X,Austral Entomology,Wiley,2020-09-10,2020,"Description of the preimaginal stages of the golden native dronefly from Australia,<i>Eristalinus punctulatus</i>(Macquart, 1847) (Diptera: Syrphidae)",2022-11-19T19:25:54.707298,
10.11646/zootaxa.4847.1.1,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2020-09-07,2020,"&lt;p&gt;&lt;strong&gt;A review of the gall midges (Diptera: Cecidomyiidae) of Indonesia: taxonomy, biology and adult key to genera&lt;/strong&gt;&lt;/p&gt;",2022-10-24T07:36:30.889868,
10.1016/j.biocon.2017.06.039,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0006-3207,0006-3207,Biological Conservation,Elsevier BV,2017-09-01,2017,Species distribution models derived from citizen science data predict the fine scale movements of owls in an urbanizing landscape,2021-01-16T06:42:23.078532,
10.11646/zootaxa.4231.1.5,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1175-5334,1175-5326",1175-5326,Zootaxa,Magnolia Press,2017-02-09,2017,"Systematics of a small Gehyra (Squamata: Gekkonidae) from the Einasleigh Uplands, Queensland: description of a new range restricted species",2022-07-12T00:51:43.462410,
10.1071/mf17015,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1323-1650,1323-1650,Marine and Freshwater Research,CSIRO Publishing,2017-01-01,2017,Are mangroves in Victoria (south-eastern Australia) already responding to climate change?,2021-01-19T19:05:29.076403,
10.3389/fmicb.2017.01092,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1664-302X,1664-302X,Frontiers in Microbiology,Frontiers Media SA,2017-06-14,2017,"Antimicrobial Potential of Bacteria Associated with Marine Sea Slugs from North Sulawesi, Indonesia",2021-11-29T14:25:41.705253,
10.1093/cz/zox021,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1674-5507,2396-9814",1674-5507,Current Zoology,Oxford University Press (OUP),2017-03-27,2017,Predicting the effect of climate change on a range-restricted lizard in southeastern Australia,2022-11-12T15:47:20.704921,
10.1002/ece3.3123,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2045-7758,2045-7758",2045-7758,Ecology and Evolution,Wiley,2017-06-12,2017,<scp>DNA</scp> metabarcoding for diet analysis and biodiversity: A case study using the endangered Australian sea lion ( <i>Neophoca cinerea</i> ),2022-11-04T03:40:27.918876,
10.1080/10549811.2017.1310049,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1054-9811,1540-756X",1054-9811,Journal of Sustainable Forestry,Informa UK Limited,2017-03-23,2017,GlobalTreeSearch: The first complete global database of tree species and country distributions,2021-01-18T11:14:49.965711,
10.1111/aec.12474,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1442-9985,1442-9993",1442-9985,Austral Ecology,Wiley,2016-12-01,2016,Leaf trait associations with environmental variation in the wide‐ranging shrub <i>Dodonaea viscosa</i> subsp. <i>angustissima</i> (Sapindaceae),2022-08-22T06:20:11.209779,
10.3897/evolsyst.1.15735,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2535-0730,2535-0730,Evolutionary Systematics,Pensoft Publishers,2017-12-22,2017,"“High Tide or Low Tide”: Desis bobmarleyi sp. n., a new spider from coral reefs in Australia’s Sunshine State and its relative from Sāmoa (Araneae, Desidae, Desis)",2022-06-03T11:33:57.277400,
10.3897/evolsyst.1.14652,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2535-0730,2535-0730,Evolutionary Systematics,Pensoft Publishers,2017-12-22,2017,"The Australian Lynx Spiders (Araneae, Oxyopidae, Oxyopes) of the Godeffroy Collection, including the description of a new species",2022-09-16T06:10:55.162905,
10.1016/j.ufug.2020.126815,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1618-8667,1610-8167,Urban Forestry &amp; Urban Greening,Elsevier BV,2020-11-01,2020,Does irrigation cooling effect intensify during heatwaves? A case study in the Melbourne botanic gardens,2022-08-05T08:02:52.896923,
10.1177/0959683620950410,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0959-6836,1477-0911",0959-6836,The Holocene,SAGE Publications,2020-09-01,2020,Evaluating human responses to ENSO driven climate change during the Holocene in northwest Australia through macrobotanical analyses,2021-01-19T18:01:48.155853,
10.1093/jpe/rtaa048,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1752-993X,1752-9921,Journal of Plant Ecology,Oxford University Press (OUP),2020-08-09,2020,Scale dependence in the phylogenetic relatedness of alien and native taxa,2021-01-17T04:51:34.248893,
10.1093/mollus/eyaa012,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0260-1230,1464-3766",0260-1230,Journal of Molluscan Studies,Oxford University Press (OUP),2020-07-10,2020,Systematic revision of the Indo-West Pacific mangrove-associated snails of the genus Bakawan (Cephalaspidea: Haminoeidae),2021-01-17T04:51:12.074192,
10.1093/jmammal/gyaa077,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,"0022-2372,1545-1542",0022-2372,Journal of Mammalogy,Oxford University Press (OUP),2020-08-17,2020,Quantifying range decline and remaining populations of the large marsupial carnivore of Australia’s tropical rainforest,2022-11-08T05:13:28.926156,
10.1111/geb.13169,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1466-822X,1466-8238",1466-822X,Global Ecology and Biogeography,Wiley,2020-08-09,2020,The Global Urban Tree Inventory: A database of the diverse tree flora that inhabits the world’s cities,2021-01-16T06:53:32.302667,
10.3390/f11080892,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1999-4907,1999-4907,Forests,MDPI AG,2020-08-17,2020,Potential Pollution Sources from Agricultural Activities on Tropical Forested Floodplain Wetlands Revealed by Soil eDNA,2022-04-23T10:02:14.864370,
10.1111/ele.13584,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,"1461-023X,1461-0248",1461-023X,Ecology Letters,Wiley,2020-08-18,2020,Adaptation and coordinated evolution of plant hydraulic traits,2022-09-16T15:11:47.701483,
10.1111/ddi.13145,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,"1366-9516,1472-4642",1366-9516,Diversity and Distributions,Wiley,2020-08-20,2020,Patterns of niche contraction identify vital refuge areas for declining mammals,2022-07-06T01:13:26.356961,
10.1007/s10530-020-02359-6,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1387-3547,1573-1464",1387-3547,Biological Invasions,Springer Science and Business Media LLC,2020-08-31,2020,Multiple seed dispersal modes of an invasive plant species on coastal dunes,2021-01-19T04:43:30.352074,
10.1071/sb19048,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1030-1887,1030-1887,Australian Systematic Botany,CSIRO Publishing,2020-01-01,2020,First example of hybridisation between two Australian figs (Moraceae),2021-01-13T02:20:26.362792,
10.3390/en10111689,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1996-1073,1996-1073,Energies,MDPI AG,2017-10-26,2017,Biodiesel from Mandarin Seed Oil: A Surprising Source of Alternative Fuel,2022-11-18T13:25:22.716766,
10.3897/zookeys.681.12522,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1313-2970,1313-2989",1313-2970,ZooKeys,Pensoft Publishers,2017-06-21,2017,"A review of the Cercyon Leach (Coleoptera, Hydrophilidae, Sphaeridiinae) of the Greater Antilles",2022-08-02T17:57:08.868889,
10.1098/rsbl.2016.0665,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"1744-9561,1744-957X",1744-9561,Biology Letters,The Royal Society,2017-02-01,2017,Parallel evolution of mound-building and grass-feeding in Australian nasute termites,2022-07-02T06:51:17.073410,
10.1016/j.cropro.2017.05.023,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0261-2194,0261-2194,Crop Protection,Elsevier BV,2017-10-01,2017,Australian plant biosecurity surveillance systems,2021-01-14T23:10:29.688924,
10.3390/land6040068,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2073-445X,2073-445X,Land,MDPI AG,2017-10-05,2017,"Collaborative Research on the Ecology and Management of the ‘Wulo’ Monsoon Rainforest in Wunambal Gaambera Country, North Kimberley, Australia",2022-09-19T10:03:27.346986,
10.1007/s13314-017-0277-y,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,1833-928X,1833-928X,Australasian Plant Disease Notes,Springer Science and Business Media LLC,2017-09-16,2017,First record of Ustilago sporoboli-indici in Australia,2021-01-16T06:13:03.639467,
10.20938/afo34091094,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,NA,NA,Australian Field Ornithology,"BirdLife Australia, Ltd.",2017-01-01,2017,First nesting pair of Little Eagles Hieraaetus morphnoides recorded in the Sydney region,2021-01-16T07:11:10.522275,
10.17520/biods.2017184,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,1005-0094,1005-0094,Biodiversity Science,Biodiversity Science,2017-01-01,2017,"Biodiversity information resources. I. Species distribution, catalogue, phylogeny, and life history traits",2021-01-12T22:10:21.264588,
10.1371/journal.pone.0172457,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1932-6203,1932-6203,PLOS ONE,Public Library of Science (PLoS),2017-02-23,2017,Limits of use of social media for monitoring biosecurity events,2022-03-06T14:19:53.834267,
10.1186/s40494-017-0148-z,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2050-7445,2050-7445,Heritage Science,Springer Science and Business Media LLC,2017-08-21,2017,Smartphone citizen science: can a conservation hypothesis be tested using non specialist technology?,2022-11-14T13:39:47.344374,
10.1111/conl.12260,,,,2,TRUE,FALSE,journal-article,gold,FALSE,TRUE,TRUE,"1755-263X,1755-263X",1755-263X,Conservation Letters,Wiley,2016-06-14,2016,Dealing with Cumulative Biodiversity Impacts in Strategic Environmental Assessment: A New Frontier for Conservation Planning,2022-11-05T18:24:19.192336,
10.1016/j.vetpar.2017.09.005,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0304-4017,0304-4017,Veterinary Parasitology,Elsevier BV,2017-11-01,2017,Delineation of an endemic tick paralysis zone in southeastern Australia,2021-01-18T06:29:16.225135,
10.1038/srep46040,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2045-2322,2045-2322,Scientific Reports,Springer Science and Business Media LLC,2017-04-12,2017,Replacing Sanger with Next Generation Sequencing to improve coverage and quality of reference DNA barcodes for plants,2022-07-21T13:43:23.765820,
10.1111/aen.12255,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,2052-174X,2052-174X,Austral Entomology,Wiley,2016-11-07,2016,Gumleaf skeletoniserUraba lugens(Lepidoptera: Nolidae) larval outbreaks occur in high rainfall Western Australian jarrah (Eucalyptus marginata) forest after drought,2021-01-13T22:51:55.193807,
10.1071/bt16015,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0067-1924,0067-1924,Australian Journal of Botany,CSIRO Publishing,2017-01-01,2017,Facultative crassulacean acid metabolism (CAM) in four small C3 and C4 leaf-succulents,2021-01-16T05:35:56.706339,
10.1098/rspb.2017.0926,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0962-8452,1471-2954",0962-8452,Proceedings of the Royal Society B: Biological Sciences,The Royal Society,2017-08-23,2017,Stabilizing selection on individual pattern elements of aposematic signals,2022-11-12T02:12:12.645913,
10.1002/ece3.3084,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2045-7758,2045-7758",2045-7758,Ecology and Evolution,Wiley,2017-06-02,2017,Short‐range phenotypic divergence among genetically distinct parapatric populations of an Australian funnel‐web spider,2022-11-23T22:02:30.902709,
10.1007/s10750-016-2942-0,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0018-8158,1573-5117",0018-8158,Hydrobiologia,Springer Science and Business Media LLC,2016-08-13,2016,"Holocene ecosystem change in Little Llangothlin Lagoon, Australia: implications for the management of a Ramsar-listed wetland",2021-01-14T19:46:02.165361,
10.2218/ijdc.v11i2.409,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1746-8256,1746-8256,International Journal of Digital Curation,Edinburgh University Library,2017-07-04,2017,Building Tools to Facilitate Data Reuse,2021-05-08T22:14:23.151072,
10.1111/pce.13133,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0140-7791,1365-3040",0140-7791,"Plant, Cell &amp; Environment",Wiley,2018-01-29,2018,Plasticity of photosynthetic heat tolerance in plants adapted to thermally contrasting biomes,2022-07-28T08:38:53.388736,
10.1111/aec.12536,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1442-9985,1442-9985,Austral Ecology,Wiley,2017-10-27,2017,Is the proportion of clonal species higher at higher latitudes in Australia?,2021-01-19T04:45:44.092284,
10.20938/afo37105111,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,NA,NA,Australian Field Ornithology,"BirdLife Australia, Ltd.",2020-01-01,2020,First observations of Australian Sarus Crane Antigone antigone gillae pairs attending three young and the incidence of three-egg clutches in the Brolga A. rubicunda,2022-03-29T21:37:08.550441,
10.1002/ece3.6593,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"2045-7758,2045-7758",2045-7758,Ecology and Evolution,Wiley,2020-08-18,2020,"Skull shape of a widely distributed, endangered marsupial reveals little evidence of local adaptation between fragmented populations",2022-11-05T19:46:31.585757,
10.1186/s12862-020-01671-y,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,1471-2148,1471-2148,BMC Evolutionary Biology,Springer Science and Business Media LLC,2020-08-17,2020,Sex determination systems in reptiles are related to ambient temperature but not to the level of climatic fluctuation,2022-10-25T19:59:37.220332,
10.3853/j.2201-4349.72.2020.1763,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,0067-1975,0067-1975,Records of the Australian Museum,Australian Museum,2020-08-12,2020,Two new deep-water species of Ampharetidae (Annelida: Polychaeta) from the eastern Australian continental margin,2022-06-13T14:53:51.503728,
10.1111/eva.12958,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,"1752-4571,1752-4571",1752-4571,Evolutionary Applications,Wiley,2020-04-17,2020,Genetic data and climate niche suitability models highlight the vulnerability of a functionally important plant species from south‐eastern Australia,2022-10-26T22:33:09.798504,
10.1111/aen.12485,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2052-174X,2052-1758",2052-174X,Austral Entomology,Wiley,2020-08-01,2020,"Opaluma Lessard & Woodley, gen. nov: a new genus of iridescent soldier flies (Diptera: Stratiomyidae) from Australia, including seven new species",2021-01-21T19:45:36.663309,
10.1007/s11829-020-09777-2,,,,2,TRUE,FALSE,journal-article,hybrid,FALSE,FALSE,FALSE,"1872-8855,1872-8847",1872-8847,Arthropod-Plant Interactions,Springer Science and Business Media LLC,2020-08-29,2020,Feeding behaviour of Bactericera cockerelli (Šulc) (Hemiptera: Psylloidea: Triozidae) changes when infected with Candidatus Liberibacter solanacearum,2021-02-07T12:58:37.428354,
10.1163/1876312x-00002171,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1399-560X,1876-312X",1399-560X,Insect Systematics &amp; Evolution,Brill,2019-04-09,2019,Evidence from Australian mesic zone dung beetles supports their Gondwanan origin and Mesozoic diversification of the Scarabaeinae,2022-09-17T00:40:43.784427,
10.1016/j.quaint.2016.08.010,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1040-6182,1040-6182,Quaternary International,Elsevier BV,2018-02-01,2018,Food or fibercraft? Grinding stones and Aboriginal use of Triodia grass (spinifex),2021-01-13T10:01:30.153469,
10.4001/003.026.0237,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1021-3589,1021-3589,African Entomology,Academy of Science of South Africa,2018-03-01,2018,"Gall Thrips <i>Acaciothrips ebneri</i> (Thysanoptera: Phlaeothripidae) from Ethiopia, a Promising Biological Control Agent for Prickly Acacia in Australia",2022-07-20T20:28:14.591863,
10.1002/2017gc007287,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,1525-2027,1525-2027,"Geochemistry, Geophysics, Geosystems",American Geophysical Union (AGU),2018-01-01,2018,Geochemical and Crystallographic Study of<i>Turbo Torquatus</i>(Mollusca: Gastropoda) From Southwestern Australia,2022-08-16T01:30:51.675180,
10.3897/rio.4.e32449,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2367-7163,2367-7163,Research Ideas and Outcomes,Pensoft Publishers,2018-12-17,2018,Georeferencing for Research Use (GRU): An integrated geospatial training paradigm for biocollections researchers and data providers,2022-05-01T17:45:58.084869,
10.1016/j.ecss.2018.03.017,,,,2,TRUE,FALSE,journal-article,green,TRUE,FALSE,FALSE,0272-7714,0272-7714,"Estuarine, Coastal and Shelf Science",Elsevier BV,2018-07-01,2018,Giant jelly eaters on the line: Species distribution and bycatch of three dominant sunfishes in the Southwest Pacific,2021-01-19T21:50:17.920451,
10.1186/s40709-017-0072-0,,,,2,TRUE,FALSE,journal-article,gold,TRUE,TRUE,TRUE,2241-5793,1790-045X,Journal of Biological Research-Thessaloniki,Springer Science and Business Media LLC,2018-01-15,2018,HaloDom: a new database of halophiles across all life domains,2022-05-28T23:46:49.342781,
10.1098/rspb.2018.1987,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,"0962-8452,1471-2954",0962-8452,Proceedings of the Royal Society B: Biological Sciences,The Royal Society,2018-12-12,2018,High species richness and lineage diversity of reef corals in the mesophotic zone,2022-07-18T12:23:25.613863,
10.7751/telopea12960,,,,2,TRUE,FALSE,journal-article,bronze,TRUE,FALSE,FALSE,2200-4025,0312-9764,Telopea,Royal Botanical Gardens and Domain Trust,2018-01-01,2018,Hydrocleys nymphoides (Alismataceae) naturalised in New South Wales waterways,2022-05-25T21:16:04.717906,
10.1093/botlinnean/boy072,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0024-4074,1095-8339",0024-4074,Botanical Journal of the Linnean Society,Oxford University Press (OUP),2018-11-28,2018,Illuminating the systematics of theSpiranthes sinensisspecies complex (Orchidaceae): ecological speciation with little morphological differentiation,2021-01-15T21:35:21.543553,
10.1111/aen.12374,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"2052-174X,2052-1758",2052-174X,Austral Entomology,Wiley,2018-10-24,2018,"Immature stages of Blepharotes (Diptera: Asilidae), one of the world's largest assassin flies: multi‐function mandibles and soil‐drilling pupal spines and spurs",2021-04-03T00:58:08.149259,
10.1111/emr.12334,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,1442-7001,1839-3330,Ecological Management &amp; Restoration,Wiley,2018-08-27,2018,Incentivising fire management in Pindan (Acacia shrubland): A proposed fuel type for Australia's Savanna burning greenhouse gas emissions abatement methodology,2022-08-14T16:59:57.266780,
10.1111/ppa.12955,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0032-0862,0032-0862,Plant Pathology,Wiley,2018-11-02,2018,"Incidence, pathogenicity and diversity of <i>Alternaria</i> spp. associated with alternaria leaf spot of canola (<i>Brassica napus</i> ) in Australia",2022-09-19T01:10:00.092553,
10.1016/j.foreco.2017.10.043,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,0378-1127,0378-1127,Forest Ecology and Management,Elsevier BV,2018-01-01,2018,Integrating the Passenger-Driver hypothesis and plant community functional traits to the restoration of lands degraded by invasive trees,2021-01-14T19:20:29.567814,
10.11646/phytotaxa.350.3.2,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1179-3163,1179-3155",1179-3155,Phytotaxa,Magnolia Press,2018-05-23,2018,Lachnagrostis filiformis (Poaceae: Pooideae: Poeae: Agrostidinae) in México: known distribution and suppression of lemma awn development in terminal spikelets,2021-01-18T23:17:48.168830,
10.1111/geb.12767,,,,2,TRUE,FALSE,journal-article,bronze,FALSE,FALSE,FALSE,1466-822X,1466-822X,Global Ecology and Biogeography,Wiley,2018-08-31,2018,Latitudinal variation in seagrass herbivory: Global patterns and explanatory mechanisms,2021-12-19T18:59:54.878681,
10.1007/s10530-020-02400-8,,,,2,TRUE,FALSE,journal-article,hybrid,TRUE,FALSE,FALSE,"1387-3547,1573-1464",1387-3547,Biological Invasions,Springer Science and Business Media LLC,2020-11-13,2020,Environmental niche and functional role similarity between invasive and native palms in the Atlantic Forest,2021-11-24T06:12:47.966399,
10.1007/s10530-020-02387-2,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"1387-3547,1573-1464",1387-3547,Biological Invasions,Springer Science and Business Media LLC,2020-10-22,2020,150 years of mammal extinction and invasion at Koonchera Dune in the Lake Eyre Basin of South Australia,2021-01-16T09:24:46.721236,
10.1007/s10531-020-02080-9,,,,2,FALSE,FALSE,journal-article,closed,FALSE,FALSE,FALSE,"0960-3115,1572-9710",0960-3115,Biodiversity and Conservation,Springer Science and Business Media LLC,2020-11-07,2020,"Assessing the conservation risk of Sphaerodactylus notatus, the U.S. herpetofaunal species most vulnerable to sea level rise",2021-01-20T06:12:13.285033,
